"","ID","Iden","Region","Population","Block","Treatment","flowers_pollinated","fruit_count","style_length_1","style_length_2","style_length_3","stamen_length_1","stamen_length_2","stamen_length_3","ovule_number_1","ovule_number_2","ovule_number_3","fruit_mass_1","fruit_mass_2","fruit_mass_3","viable_seed_1","viable_seed_2","viable_seed_3","aborted_seed_1","aborted_seed_2","aborted_seed_3","unfertilized_ovules_1","unfertilized_ovules_2","unfertilized_ovules_3","PD_mean","PD_median","PD_sd","PD_se","PD_max","PD_min","number","no_tubes","tubes","total_grains","Pictures","Germ.Tmin","Germ.Tmax","PTGR.Tmin","PTGR.Tmax","HCMS","CCMS","HCHPL","CCHPL","HPS","CPS"
"148","PI19","PI19D","North","PI","D","Control",NA,NA,12.7,12.8,12.5,8,7.8,7.8,124,98,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.051099445,2.148668715,0.287383122,0.023386907,2.634485944,1.423505434,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803933988,0.35754301,0.399621212,0.780854854,0.618064516,0.276646707
"149","PI2","PI2A","North","PI","A","Control",3,3,11.7,11.2,11.8,7.2,7.2,7.2,81,71,77,NA,NA,NA,70,19,91,1,1,0,8,41,0,2.212410812,2.230020302,0.144255414,0.012750498,2.500062521,1.780234319,2,174,558,732,1,NA,NA,NA,NA,0.57898255,0.522096909,0.717027573,0.666310439,NA,0.411046512
"150","PI2","PI2B","North","PI","B","Heat",3,3,10,10.5,10.7,6.5,7,7,46,83,99,NA,NA,NA,72,77,82,2,3,1,13,0,4,1.922701463,1.90614708,0.243761244,0.020750335,2.521601766,1.407593145,2,119,178,297,3,9.138,51.699,10.036,41.602,0.666112151,0.517692617,0.460094254,0.746441131,NA,NA
"151","PI2","PI2C","North","PI","C","Control",NA,NA,12.3,12.3,12,6,8.6,8.5,112,88,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.344840666,2.339270472,0.131660123,0.012669001,2.68876352,1.854734392,2,32,194,226,1,NA,NA,NA,NA,0.899687851,0.508896418,0.629617457,0.780404467,0.483050847,0.471875
"152","PI2","PI2D","North","PI","D","Heat",NA,NA,9.8,10,9.9,7,7.3,7.2,83,97,83,1.784,1.585,1.593,79,73,74,6,1,2,0,0,4,2.148087249,2.20827,0.240585932,0.020783459,3.233229473,1.561985388,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900375327,0.431965014,0.568599518,0.879331222,0.411764706,0.461904762
"153","PI21","PI21A","North","PI","A","Heat",3,0,11.5,12.3,12,6.1,6.7,7,107,88,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.881318061,1.88513761,0.207388588,0.020738859,2.365308353,1.320695075,21,93,239,332,1,NA,NA,NA,NA,0.87741905,0.497722128,0.461121157,0.817292043,0.596491228,0.237345679
"154","PI21","PI21B","North","PI","B","Control",3,2,13,12.2,12.4,7.4,7.3,8,97,109,108,NA,NA,NA,36,16,NA,1,0,NA,19,58,NA,2.103842125,2.155924895,0.20721885,0.018174295,2.536114382,1.637612897,21,353,661,1014,1,9.185,50.089,9.995,41.431,0.82808012,0.51371697,0.655946593,0.675888223,NA,NA
"155","PI21","PI21C","North","PI","C","Heat",NA,NA,9.5,9,10.2,7.1,7,7,103,107,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.114948132,2.157751262,0.282763041,0.026141452,2.62530557,1.292313841,NA,NA,NA,NA,NA,9.65,43.55,10.332,42.009,0.792421108,0.517266187,0.649623713,0.672575648,0.978835979,0.514084507
"156","PI21","PI21D","North","PI","D","Control",NA,NA,12.1,12.2,12,8.4,8,8.9,116,81,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.141155356,2.175836883,0.27083151,0.020957571,2.802775273,1.398874047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865049,0.397498005,0.447140154,0.790062654,0.660130719,0.282971014
"157","PI25","PI25A","North","PI","A","Heat",3,0,12,11.9,10.5,7,6.8,6.8,86,81,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.119883781,2.16454726,0.232821347,0.021524341,2.527817527,1.645166344,25,77,187,264,1,NA,NA,NA,NA,0.959206273,0.452834133,0.552627177,0.837606838,NA,0.559566787
"158","PI25","PI25B","North","PI","B","Control",NA,NA,10,11.9,11.3,6.6,6.9,7,69,89,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.085338375,2.176184878,0.26254049,0.026386312,2.601464716,1.515273447,25,145,464,609,1,NA,NA,NA,NA,0.873406689,0.466450848,0.547582852,0.728242289,NA,NA
"159","PI25","PI25C","North","PI","C","Heat",NA,NA,9.8,8.8,7.8,6.7,7.2,6.5,115,89,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.951723245,1.915431959,0.238746197,0.019895516,2.505736281,1.42507008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512574467,0.567042993,0.293329228,0.747773254,0.202803738,0.2375
"160","PI25","PI25D","North","PI","D","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85626991,0.450066127,0.319764455,0.783838331,0.271578947,0.669527897
"161","PI27","PI27A","North","PI","A","Control",3,3,12.1,13.8,13.1,7.6,8,8,68,84,71,NA,NA,NA,80,40,49,0,1,0,11,41,17,1.957671678,1.946506612,0.264475427,0.023846946,2.451168676,1.372920143,27,51,187,238,1,NA,NA,NA,NA,0.950471615,0.500575061,0.821173469,0.83902746,NA,NA
"162","PI27","PI27B","North","PI","B","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,41,112,153,1,NA,NA,NA,NA,0.42403558,0.464316693,0.339991979,0.614284777,NA,NA
"163","PI27","PI27C","North","PI","C","Control",NA,NA,12,11.6,10.4,7.5,8,7,86,81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.260276587,2.251911694,0.176056429,0.015622482,2.641273293,1.665241545,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847169836,0.510329083,0.339164113,0.72392245,0.760330579,0.225848564
"164","PI27","PI27D","North","PI","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663398691,0.606917015,0.498631657,0.797439607,0.996389892,0.824104235
"165","PI28","PI28A","North","PI","A","Control",3,3,10.5,11,11.1,7,7.4,7.1,94,101,88,NA,NA,NA,68,84,88,0,0,0,5,2,2,2.258280117,2.261908069,0.12067695,0.011352333,2.548435419,1.695768696,28,104,298,402,1,8.726,50.167,10.244,42.022,0.958188427,0.619204901,0.427545133,0.768820126,0.585889571,0.883544304
"166","PI28","PI28B","North","PI","B","Heat",3,3,7.8,10.6,10.1,6.1,6.6,6.6,75,63,86,NA,NA,NA,66,62,59,1,0,0,0,0,4,1.516421134,1.53384345,0.252286675,0.022935152,2.04541299,0.506300029,28,34,89,123,1,NA,NA,NA,NA,0.441052312,0.539469929,0.836097406,0.778581596,0.4375,0.685840708
"167","PI28","PI28C","North","PI","C","Control",NA,NA,11.1,11.4,10.1,7.2,7.8,7.8,106,86,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.306575702,2.317130127,0.124397511,0.012082554,2.607910967,2.020364614,NA,NA,NA,NA,NA,9.131,46.5,9.404,40.733,0.911329482,0.438868419,0.375771089,0.624647295,NA,0.231292517
"168","PI28","PI28D","North","PI","D","Heat",NA,NA,9.5,10,10,7,7.2,6.9,87,71,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.074565475,2.052109128,0.236473457,0.023529988,2.557771772,1.570214359,NA,NA,NA,NA,NA,9.802,47.52,9.94,42.146,0.871619641,0.466107109,0.471737914,0.844848524,0.721212121,0.331451613
"169","PI3","PI3A","North","PI","A","Control",3,2,12.7,12.6,12.4,7.6,7.9,8.5,94,69,77,NA,NA,NA,27,26,NA,0,0,NA,19,42,NA,2.183411642,2.200228734,0.129825448,0.012106285,2.510867691,1.82846798,3,142,458,600,1,NA,NA,NA,NA,0.326460743,0.538187121,0.64614052,0.816239675,0.552,0.352941176
"170","PI3","PI3B","North","PI","B","Heat",3,3,10.1,10.3,10.6,6.9,6.8,6.5,93,79,100,NA,NA,NA,6,17,22,0,1,4,41,45,46,1.899883095,1.872741327,0.284969574,0.023345617,2.45445687,0.968157046,3,48,80,128,2,NA,NA,NA,NA,0.626073196,0.485246384,0.680231788,0.730099248,0.295338983,0.040670391
"171","PI3","PI3C","North","PI","C","Control",NA,NA,12,12,12,8,8.1,8,132,110,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.367133274,2.37043596,0.113498027,0.011076273,2.646994012,2.000965262,3,133,205,338,1,8.936,49.063,9.921,40.99,0.676485227,0.423360272,0.376923077,0.769894744,0.436792453,0.394117647
"172","PI3","PI3D","North","PI","D","Heat",NA,NA,10.5,10,9,7.6,7.7,7.4,98,99,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.773594653,1.7598671,0.182149342,0.015285633,2.544615954,1.31934435,3,61,143,204,2,7.298,54.819,9.987,41.94,0.567679656,0.386878384,0.336276567,0.321900482,0.66,0.040670391
"173","PI30","PI30A","North","PI","A","Control",3,3,13,12.9,13,7.5,7.5,7.8,86,79,109,NA,NA,NA,55,21,44,1,0,1,20,54,30,2.2183454,2.226962231,0.136578928,0.01226515,2.535581164,1.817904705,30,404,837,1241,1,NA,NA,NA,NA,0.982889169,0.441394808,0.602522021,0.851964835,NA,0.578680203
"174","PI30","PI30B","North","PI","B","Heat",3,2,11.1,10.9,11.3,6.6,6.8,7,101,101,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.794134034,1.81105015,0.200202148,0.019920858,2.306376081,1.040185128,30,41,76,117,3,9.037,51.815,10.149,41.953,0.906814171,0.50168032,0.387634115,0.617460317,0.301363636,0.261607143
"175","PI30","PI30C","North","PI","C","Control",NA,NA,12.6,11.4,11.3,8.1,6.8,7,92,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31760287,2.331614311,0.122478139,0.01038846,2.555227996,1.750739625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859739439,0.478894821,0.78044522,0.675950006,NA,NA
"176","PI30","PI30D","North","PI","D","Heat",NA,NA,10,9.1,9.6,7.1,7,7.3,96,94,104,1.584,1.46,1.466,89,78,77,5,3,3,8,6,0,2.085869286,2.120008859,0.231619247,0.019168945,2.549797031,1.514332028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861505569,0.428073012,0.555539613,0.703274244,NA,0.379603399
"177","PI4","PI4A","North","PI","A","Control",NA,NA,10.3,9.6,10.8,6.8,8.1,6.9,80,60,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.072924673,2.124636423,0.256796221,0.02042961,2.66490818,1.461847444,4,210,242,452,1,8.985,58.695,10.355,42.301,0.918450088,0.582014584,0.265536621,0.748638861,NA,0.698895028
"178","PI4","PI4B","North","PI","B","Heat",3,2,10.9,10.5,10.9,6.7,6.9,6.6,57,116,79,NA,NA,NA,7,18,NA,0,4,NA,88,42,NA,1.958122566,1.929601745,0.252035463,0.022912315,2.546668399,1.441302214,4,65,123,188,1,NA,NA,NA,NA,0.764314126,0.522053953,0.302882999,0.458204237,NA,NA
"179","PI4","PI4C","North","PI","C","Control",NA,NA,12,11.8,11.5,7.8,8,8,85,89,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.038066441,2.097405248,0.306930143,0.023680175,2.641090165,1.285781137,4,171,376,547,1,NA,NA,NA,NA,0.804060167,0.4551398,0.296816768,0.785201149,0.205357143,0.890756303
"180","PI4","PI4D","North","PI","D","Heat",NA,NA,9.8,8.1,9,7,7,6.9,88,99,71,1.003,1.032,1.011,37,35,31,1,0,2,29,22,37,1.910890405,1.896912257,0.21861704,0.021753208,2.512369869,1.211906098,4,32,68,100,2,8.198,47.083,9.823,41.148,0.842008113,0.453328251,0.38617332,0.77184238,0.571428571,0.137694704
"181","PI5","PI5A","North","PI","A","Heat",3,3,10.8,11.4,10.3,7.8,7.1,7.3,95,77,96,NA,NA,NA,39,10,11,0,0,0,34,49,50,2.226195156,2.233521857,0.202960916,0.018926203,2.690475521,1.610406065,5,66,86,152,2,NA,NA,NA,NA,0.769213716,0.630463512,0.513016994,0.745148377,NA,0.236330935
"182","PI5","PI5B","North","PI","B","Control",3,1,10.8,10.6,10.7,7.1,6.9,7,55,89,77,NA,NA,NA,40,NA,NA,1,NA,NA,18,NA,NA,2.023924493,2.035331644,0.200440204,0.019111224,2.519791117,1.61250118,5,126,347,473,1,NA,NA,NA,NA,0.406014509,0.473817011,0.345607553,0.698255366,0.624338624,0.397923875
"183","PI5","PI5C","North","PI","C","Heat",NA,NA,11.6,9.4,10,6.9,7.1,7.1,98,121,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.143366377,2.183500769,0.250617903,0.022506152,2.695663418,1.501689361,5,41,96,137,1,NA,NA,NA,NA,0.803958428,0.483023833,0.31498834,0.764993536,0.894321767,0.448863636
"184","PI5","PI5D","North","PI","D","Control",NA,NA,11.7,12.2,11,8.2,8,7.9,99,80,106,1.376,1.527,1.424,44,52,46,3,2,5,23,11,23,2.164839679,2.274292444,0.298430228,0.028716462,2.571240393,1.594000761,5,140,264,404,1,NA,NA,NA,NA,0.676686687,0.444751131,0.449020165,0.747867235,0.692230071,0.66
"185","PI9","PI9A","North","PI","A","Control",3,3,11.7,11,11.9,7,7.7,7.5,70,91,65,NA,NA,NA,58,47,60,1,0,0,17,17,6,2.088086427,2.135935808,0.246390785,0.01846777,2.706138968,1.29492737,9,146,244,390,1,NA,NA,NA,NA,0.902590176,0.625896524,0.228470437,0.888818136,NA,NA
"186","PI9","PI9B","North","PI","B","Heat",3,0,11.1,11,10.7,7,6.7,6.8,98,132,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.866313527,1.842603678,0.258689474,0.02304589,2.539641263,1.364286058,9,86,301,387,1,8.523,49.082,9.608,41.239,0.884895917,0.484399077,0.604926625,0.752936461,NA,NA
"187","PI9","PI9C","North","PI","C","Control",NA,NA,12.5,12.7,12.3,8.2,8.3,8,108,86,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.112910746,2.17785159,0.271468162,0.024088904,2.609768982,1.486039649,9,247,256,503,1,8.914,51.585,9.992,42.041,0.631314022,0.4592348,0.530380259,0.8260695,0.616891892,0.797297297
"188","PI9","PI9D","North","PI","D","Heat",NA,NA,10,10,10.1,7,6.4,6.6,119,92,81,1.217,1.549,1.412,46,57,48,2,6,7,20,9,7,1.928741142,1.913119012,0.221006355,0.018105546,2.449610169,1.434949858,9,47,105,152,1,NA,NA,NA,NA,0.634229528,0.458679423,0.840106007,0.833827261,NA,NA
"189","RE3","RE3A","South","RE","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958796206,0.506514859,0.584509271,0.698520454,0.815384615,0.891213389
"190","RE3","RE3B","South","RE","B","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831487152,0.476983714,0.378004882,0.381451544,NA,NA
"191","RE3","RE3C","South","RE","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86850207,0.45475747,0.490054969,0.665471561,NA,0.825471698
"192","RE3","RE3D","South","RE","D","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764110704,0.49020103,0.394794721,0.633867196,NA,NA
"193","RE5","RE5A","South","RE","A","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615576324,0.544723004,0.82309484,0.54368932,NA,0.734104046
"194","RE5","RE5B","South","RE","B","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609995773,0.542430905,0.41030508,0.585205993,NA,NA
"195","RE5","RE5C","South","RE","C","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754636503,0.495599082,0.469426582,0.595941082,NA,0.682808717
"196","RE5","RE5D","South","RE","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689335355,0.426703329,0.472502441,0.623202514,0.385390428,0.466312057
"197","RE6","RE6A","South","RE","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62572201,0.601103257,0.347572816,0.497545382,NA,NA
"198","RE6","RE6B","South","RE","B","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440843347,0.510278439,0.303627561,0.593277155,NA,NA
"199","RE6","RE6C","South","RE","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76101939,0.489989902,0.36624424,0.645812053,NA,NA
"200","RE6","RE6D","South","RE","D","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","RE7","RE7A","South","RE","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889403222,0.5853809,0.46310236,0.525499879,NA,NA
"202","RE7","RE7B","South","RE","B","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","RE7","RE7C","South","RE","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855303211,0.519528651,0.335191914,0.664643366,NA,NA
"204","RE7","RE7D","South","RE","D","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75677037,0.5269084,0.476002192,0.266984336,0.65470852,0.973837209
"205","RE8","RE8A","South","RE","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696922058,0.58226432,0.354809129,0.559369152,NA,NA
"206","RE8","RE8B","South","RE","B","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","RE8","RE8C","South","RE","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723514188,0.494119874,0.407951589,0.463676062,NA,NA
"208","RE8","RE8D","South","RE","D","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858584495,0.443961377,0.357677903,0.544202748,NA,NA
