"","ID","Iden","Region","Population","Block","Treatment","flowers_pollinated","fruit_count","style_length_1","style_length_2","style_length_3","stamen_length_1","stamen_length_2","stamen_length_3","ovule_number_1","ovule_number_2","ovule_number_3","fruit_mass_1","fruit_mass_2","fruit_mass_3","viable_seed_1","viable_seed_2","viable_seed_3","aborted_seed_1","aborted_seed_2","aborted_seed_3","unfertilized_ovules_1","unfertilized_ovules_2","unfertilized_ovules_3","PD_mean","PD_median","PD_sd","PD_se","PD_max","PD_min","number","no_tubes","tubes","total_grains","Pictures","Germ.Tmin","Germ.Tmax","PTGR.Tmin","PTGR.Tmax","HCMS","CCMS","HCHPL","CCHPL","HPS","CPS"
"72","FR6","FR6D","North","FR","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","FR8","FR8A","North","FR","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.788,46.134,9.614,41.653,0.560827146,0.479571406,0.498659589,0.552776376,NA,0.713333333
"74","FR8","FR8B","North","FR","B","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417722018,0.469237635,0.328644162,0.728932297,0.831501832,0.340506329
"75","FR8","FR8C","North","FR","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","FR8","FR8D","North","FR","D","Control",NA,NA,11.9,11.5,NA,7,7.9,NA,182,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.317904343,2.333188714,0.117649635,0.01137362,2.547603139,1.75525577,8,251,423,674,1,NA,NA,NA,NA,0.507768369,0.494736341,0.310766601,0.759413528,NA,0.780701754
"77","OP1","OP1A","South","OP","A","Control",3,2,11.6,11.4,11.5,7.2,7.2,7.8,62,77,102,NA,NA,NA,21,108,NA,1,0,NA,8,38,NA,2.096914551,2.132566938,0.193190406,0.017490638,2.362748167,1.168322619,1,35,175,210,1,8.926,43.376,10.13,41.867,0.849403782,0.664627715,0.345257339,0.800001816,NA,0.670588235
"78","OP1","OP1B","South","OP","B","Heat",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.482,41.502,9.669,42.314,0.874445237,0.513981835,0.458317746,0.663468893,NA,NA
"79","OP1","OP1C","South","OP","C","Control",NA,NA,11.6,12,12.1,7.1,7.2,7.8,90,88,66,1.766,1.592,1.886,78,63,78,3,0,2,4,5,3,2.179465136,2.228058968,0.221508377,0.018395269,2.622685852,1.462659831,1,14,121,135,1,9.465,51.266,9.836,41.508,0.666397653,0.527829383,0.378844238,0.75483871,NA,0.506493506
"80","OP1","OP1D","South","OP","D","Heat",NA,NA,9.3,11.3,9.8,6.8,6.9,6.1,109,116,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.776554791,1.801096186,0.215076979,0.018442699,2.338891756,0.853451775,1,36,142,178,2,NA,NA,NA,NA,0.838740052,0.433638645,0.421654226,0.662221428,0.815868263,0.566820276
"81","OP2","OP2A","South","OP","A","Control",3,3,14,13.5,NA,7.4,7.8,7.4,137,121,NA,NA,NA,NA,68,57,69,0,2,1,9,3,5,2.162855187,2.218630121,0.215577906,0.018553992,2.587385519,1.486580248,2,95,98,193,1,9.493,48.339,9.921,41.034,0.287429049,0.536047312,0.337844818,0.571534693,NA,0.641975309
"82","OP2","OP2B","South","OP","B","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,69,47,116,1,9.259,40.698,9.765,41.066,0.719497815,0.476893959,0.471335825,0.78119349,NA,NA
"83","OP2","OP2C","South","OP","C","Control",NA,NA,14.1,14,12.8,7.1,7.8,7.2,113,113,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.052112825,2.13859805,0.332373644,0.031129644,2.824472151,1.099153153,2,34,77,111,1,9.434,43.569,10.427,41.693,0.796336381,0.493730633,0.358047016,0.545548857,NA,NA
"84","OP2","OP2D","South","OP","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726569444,0.443510804,0.53063401,0.768949896,0.762331839,0.50960452
"85","OP3","OP3A","South","OP","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,47,59,106,2,8.242,52.964,9.896,41.949,0.297615351,0.630350892,0.435984848,0.71523321,0.292569659,0.60371517
"86","OP3","OP3B","South","OP","B","Control",NA,NA,13.1,13,12.5,7.5,7.6,7.4,76,86,73,1.397,1.319,1.307,58,53,54,0,0,0,8,6,3,2.092380384,2.097895471,0.16440351,0.015070845,2.471081745,1.554419302,3,63,113,176,1,8.438,44.563,9.227,40.904,0.421768938,0.489536391,0.578853586,0.628884826,NA,0.628205128
"87","OP3","OP3C","South","OP","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.068,56.242,10.115,41.745,0.689387673,0.557351486,0.39090253,0.660377844,NA,NA
"88","OP3","OP3D","South","OP","D","Control",NA,NA,12,NA,NA,7,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.296039748,2.358265077,0.222595376,0.022259538,2.637765136,1.478099818,3,483,381,864,1,9.775,43.187,9.823,41.12,0.830828445,0.432511595,0.555982322,0.726213592,NA,NA
"89","OP4","OP4A","South","OP","A","Heat",3,3,15,14.2,13.7,8.9,8.5,8.3,114,101,117,NA,NA,NA,61,62,63,1,2,0,17,19,12,2.026893563,2.095583921,0.327346014,0.031211218,2.789080967,1.24150149,4,65,91,156,1,7.739,55.372,9.856,42.993,0.769899778,0.582638102,0.430021158,0.519188393,NA,0.525679758
"90","OP4","OP4B","South","OP","B","Control",3,3,13.6,13.9,13.1,8.1,8.5,7.9,64,88,88,NA,NA,NA,50,52,60,3,4,4,3,6,1,2.25656689,2.257743977,0.178417102,0.017931593,2.813406985,1.636211177,4,31,229,260,1,8.723,54.044,10.284,43.666,0.435281854,0.512609708,0.359277511,0.613812468,NA,0.370833333
"91","OP4","OP4C","South","OP","C","Heat",NA,NA,14.1,12.4,12.9,7.7,7.8,7.7,104,114,106,1.305,1.401,1.382,62,76,71,2,1,1,21,22,19,1.869207244,1.83661329,0.211154004,0.020413028,2.64907253,1.532888634,4,33,104,137,2,6.942,50.835,9.92,41.583,0.382167078,0.658694357,0.37825337,0.661037696,0.022348485,0.463878327
"92","OP4","OP4D","South","OP","D","Control",NA,NA,10.9,12,12.3,7.8,7.8,7.7,70,80,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18712523,2.2293085,0.180778066,0.016041459,2.511694123,1.552848702,4,92,127,219,1,8.394,53.22,10.21,41.983,0.483423409,0.468885,0.390087806,0.656008656,NA,0.265079365
"93","OP5","OP5A","South","OP","A","Control",3,3,13,13,13.5,7.8,7.4,8,127,113,91,NA,NA,NA,77,61,72,0,0,0,0,0,0,2.166401114,2.280421038,0.28891851,0.028607195,2.588937216,1.39007241,NA,NA,NA,NA,NA,9.161,45.53,9.755,41.183,0.765742598,0.616953981,0.160056231,0.68495068,0.478632479,0.60251046
"94","OP5","OP5B","South","OP","B","Heat",NA,NA,10,10.4,12,6.9,7,5.9,111,147,88,0.75,0.784,0.869,17,18,21,0,0,0,23,34,19,1.783760841,1.792031615,0.195380215,0.019158606,2.253244955,0.976105504,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436442664,0.603199473,0.446366475,0.595015468,0.47257384,0.916083916
"95","OP5","OP5C","South","OP","C","Control",NA,NA,12.8,12.9,13.5,7,7.1,7.2,78,94,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.081531458,2.044168562,0.22745212,0.022745212,2.502591754,1.546758902,5,190,321,511,1,8.391,42.514,9.649,41.568,0.67988321,0.551007511,0.364949817,0.628209777,NA,0.162138728
"96","OP5","OP5D","South","OP","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.147,46.499,10.074,41.244,0.585569851,0.498713227,0.370748171,0.716787378,0.353676471,0.531707317
"97","OP6","OP6A","South","OP","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.261,41.687,10.271,41.664,0.377602683,0.550940752,0.300971251,0.626967293,NA,0.409302326
"98","OP6","OP6B","South","OP","B","Control",3,3,12.3,12.8,11,6.7,7,7.7,79,88,77,NA,NA,NA,46,27,42,0,0,0,10,29,2,2.124296665,2.202429964,0.241013527,0.020666739,2.583522035,1.415565731,6,100,177,277,1,8.751,45.591,9.982,40.934,0.620238991,0.490473998,0.332006526,0.641137124,NA,NA
"99","OP6","OP6C","South","OP","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.199,49.074,10.025,41.358,0.401906661,0.444003479,0.377692209,0.725755559,0.769662921,0.895104895
"100","OP6","OP6D","South","OP","D","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749331752,0.485314197,0.45505618,0.804202501,0.344502618,0.51409396
"101","OP7","OP7A","South","OP","A","Control",3,3,12,11,12,7.3,7,7.2,96,127,93,NA,NA,NA,74,61,61,0,0,0,1,3,0,2.153769992,2.200597939,0.204642756,0.016229226,2.491419778,1.386649912,7,311,287,598,1,9.791,42.783,9.871,41.88,0.26428735,0.509770318,0.495424412,0.623688284,NA,0.269505495
"102","OP7","OP7B","South","OP","B","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.231,44.735,9.695,41.061,0.39654001,0.648833395,0.477951008,0.777185637,NA,0.493710692
"103","OP7","OP7C","South","OP","C","Control",NA,NA,12,11.3,11.2,7.4,7.5,7.6,105,108,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.156115272,2.182686317,0.194306714,0.017107752,2.628603408,1.616312372,7,548,406,954,1,8.88,46.864,9.79,41.453,0.719749223,0.455627611,0.428755474,0.744144721,NA,NA
"104","OP7","OP7D","South","OP","D","Heat",NA,NA,10.4,10.8,NA,6.9,6.9,NA,101,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.066736419,2.103840762,0.227546051,0.022641678,2.607418171,1.568935038,7,74,132,206,2,NA,NA,NA,NA,0.881502835,0.421404127,0.459641256,0.708812261,0.962903226,0.633628319
"105","OP8","OP8A","South","OP","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.214,43.431,9.886,40.41,0.945557751,0.543389799,0.777157659,0.699563554,NA,NA
"106","OP8","OP8B","South","OP","B","Control",3,3,12.4,11.1,11.2,7.2,7.7,7.1,117,109,96,NA,NA,NA,90,59,86,0,0,0,1,11,1,2.240772654,2.28779757,0.22776166,0.019899629,2.555833778,1.52029897,8,125,172,297,1,NA,NA,NA,NA,0.403811114,0.489147627,0.325026873,0.58309198,0.542016807,0.448717949
"107","OP8","OP8C","South","OP","C","Heat",NA,NA,10.9,11,10.5,7,6.9,7,127,110,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079866658,2.174175636,0.262967729,0.024415941,2.474772909,0.988248826,8,111,196,307,1,NA,NA,NA,NA,0.842215808,0.477916529,0.418896546,0.698354662,0.266489362,0.387931034
"108","OP8","OP8D","South","OP","D","Control",NA,NA,13.2,13.2,10,8,8,7.4,87,118,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.216016695,2.249823192,0.177475555,0.017747555,2.479209933,1.559470877,8,160,275,435,1,8.981,44.068,9.972,41.131,0.608066936,0.392081938,0.359869034,0.704229708,0.699421965,0.283035714
"109","OP9","OP9A","South","OP","A","Control",3,3,13.9,13.6,13.3,7.9,7.8,8.2,112,66,106,NA,NA,NA,94,64,67,0,0,0,7,6,3,2.198246419,2.243242186,0.216595785,0.017744218,2.623553709,1.487917963,NA,NA,NA,NA,NA,8.792,48.37,9.583,41.59,0.413963525,0.520332092,0.5967905,0.565587716,NA,0.587912088
"110","OP9","OP9B","South","OP","B","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413239556,0.549722921,0.452432549,0.677825068,0.436150235,0.608695652
"111","OP9","OP9C","South","OP","C","Control",NA,NA,13.9,13.7,13.3,8,8,8,106,102,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22232657,2.2709976,0.192373647,0.017070401,2.494554666,1.577694898,9,245,379,624,1,9.115,46.351,10.281,42.164,0.553197975,0.447999328,0.459799609,0.503880929,0.834394904,0.609090909
"112","OP9","OP9D","South","OP","D","Heat",NA,NA,11.9,10.8,9.5,7.5,7.2,6.9,140,141,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.028666317,2.072779878,0.241707781,0.021199175,2.457893292,1.570784383,NA,NA,NA,NA,NA,9.831,43.175,9.897,40.917,0.672616441,0.452529011,0.41882773,0.691855191,NA,0.35619469
"113","PI1","PI1A","North","PI","A","Control",3,3,12.7,13.1,11.2,8.2,8.4,7,112,131,51,NA,NA,NA,102,112,101,0,1,0,9,3,1,2.076154061,2.183097071,0.288881395,0.024328202,2.51959261,1.339730647,1,131,273,404,1,8.736,54.849,9.653,41.803,0.948378406,0.570151137,0.07,0.920007419,NA,0.956953642
"114","PI1","PI1B","North","PI","B","Heat",NA,NA,11,10.4,9.4,7.5,7.5,7.4,113,127,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.105849828,2.160586459,0.272846354,0.025224654,2.615127839,1.44775122,1,28,133,161,2,NA,NA,NA,NA,0.885332195,0.48191699,0.52890806,0.732622908,NA,NA
"115","PI1","PI1C","North","PI","C","Control",NA,NA,12.5,12,12.1,8.1,8,8.2,93,111,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.291786981,2.322976696,0.19065888,0.01762642,2.713854851,1.620081901,1,112,271,383,1,8.853,61.88,9.656,41.965,0.67381278,0.556896119,0.41969423,0.829334953,0.740365112,0.291203704
"116","PI1","PI1D","North","PI","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,79,109,3,NA,NA,NA,NA,0.518656875,0.462427766,0.293484672,0.663060834,NA,0.377934272
"117","PI10","PI10A","North","PI","A","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900973146,0.601237604,0.330360115,0.790197725,0.488372093,0.980694981
"118","PI10","PI10B","North","PI","B","Heat",3,1,8.6,10.3,10.7,6.3,6.9,7,93,108,100,NA,NA,NA,2,NA,NA,0,NA,NA,61,NA,NA,1.80072137,1.785615886,0.196614518,0.019373004,2.367419379,1.18936892,10,57,119,176,2,9.086,49.883,9.544,41.876,0.689191065,0.460627141,0.398629072,0.676579163,0.358673469,0.382899628
"119","PI10","PI10C","North","PI","C","Control",NA,NA,12.3,12.8,11.1,7.9,8,7.6,127,105,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.044019499,2.154848808,0.329844041,0.028709239,2.553642817,0.070163785,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795283799,0.481758245,0.42042639,0.715025907,0.803191489,0.846390169
"120","PI10","PI10D","North","PI","D","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796611263,0.431288492,0.475303587,0.932509242,0.699876999,0.297652582
"121","PI11","PI11A","North","PI","A","Control",3,2,12.8,13.8,13.3,8.8,8.6,8.6,94,64,70,NA,NA,NA,17,12,NA,0,0,NA,70,61,NA,2.061123384,2.068379311,0.328755386,0.033041159,2.665893367,1.471651459,11,189,384,573,1,NA,NA,NA,NA,0.400431732,0.529959145,0.576446216,0.688126828,NA,0.465703971
"122","PI11","PI11B","North","PI","B","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,53,53,106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","PI11","PI11C","North","PI","C","Control",NA,NA,11.6,NA,NA,7.9,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.187280694,2.259557008,0.287765259,0.028776526,2.60840546,1.52358192,NA,NA,NA,NA,NA,9.231,53.319,9.974,41.789,0.771920819,0.472264695,0.465708296,0.677364865,NA,NA
"124","PI11","PI11D","North","PI","D","Heat",NA,NA,10.1,9.6,9.9,7,6.5,6.5,104,94,116,0.759,0.39,0.95,18,56,32,2,3,6,26,20,16,1.94284616,1.941795483,0.20358769,0.019681565,2.436740281,1.348854121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758047979,0.332372178,0.372055367,0.794743816,NA,NA
"125","PI12","PI12A","North","PI","A","Heat",3,0,10.7,10,10.9,7.1,7,7,96,105,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.962542932,1.938444002,0.231269455,0.018636224,2.609383665,1.413399871,12,38,73,111,1,NA,NA,NA,NA,0.928951009,0.505229257,0.569207306,0.696360177,0.233014354,0.392749245
"126","PI12","PI12B","North","PI","B","Control",3,2,11.9,12,12.2,7.3,7.2,7,114,100,104,NA,NA,NA,9,12,NA,0,0,NA,36,47,NA,2.066549124,2.081979844,0.244300119,0.020573781,2.499228703,1.501564315,12,130,449,579,1,6.191,50.109,9.738,41.633,0.770363468,0.515146122,0.430892266,0.725639162,NA,NA
"127","PI12","PI12C","North","PI","C","Heat",NA,NA,10,10.6,10.5,6.4,7.1,7,110,91,123,0.922,0.989,1.31,24,24,35,3,2,8,45,55,25,1.946527366,1.9700757,0.220959127,0.018413261,2.427263655,1.309570053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811759152,0.473569069,0.409255447,0.907238068,0.893662728,0.891273247
"128","PI12","PI12D","North","PI","D","Control",NA,NA,12.3,12.7,12.9,8,7.9,8.1,115,119,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.273707684,2.350012318,0.296998374,0.029552443,2.766838111,1.597934194,NA,NA,NA,NA,NA,7.845,56.199,10.227,42.258,0.749571768,0.539066212,0.785493387,0.719753041,0.81122449,0.361090909
"129","PI13","PI13A","North","PI","A","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.643,50.308,9.996,41.183,0.565897936,0.580933553,0.754707605,0.629712859,NA,0.376209677
"130","PI13","PI13B","North","PI","B","Control",3,3,12.1,11.6,11.9,7.5,7.6,7.8,86,84,57,NA,NA,NA,37,49,37,0,0,0,39,23,24,2.135180928,2.208779651,0.265824199,0.025819129,2.711655136,1.400602224,13,74,305,379,1,NA,NA,NA,NA,0.372889027,0.442210973,0.47993311,0.59776323,0.392592593,0.232698413
"131","PI13","PI13C","North","PI","C","Heat",NA,NA,9.2,9,9.3,7.1,6.7,7.1,78,88,90,1.176,1.053,1.222,33,31,37,5,3,3,17,14,15,1.817841359,1.794782886,0.203604195,0.018904175,2.720793258,1.376408878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789474853,0.560451791,0.358702532,0.714581156,0.319101124,0.259539474
"132","PI13","PI13D","North","PI","D","Control",NA,NA,12,12.2,12.8,7.6,7.8,7.9,104,124,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.084882946,2.216988848,0.343029491,0.025856821,2.645853147,1.293282142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938579015,0.393647032,0.542644868,0.653416204,NA,0.346745562
"133","PI14","PI14A","North","PI","A","Heat",3,2,10.3,12.1,10.9,6.9,6.2,6,41,89,116,NA,NA,NA,4,9,NA,2,6,NA,41,43,NA,1.734900354,1.741728123,0.167487542,0.013909083,2.116031757,1.335997501,14,43,85,128,1,9.614,53.422,9.915,41.993,0.973552007,0.53722326,0.514098164,0.790425134,0.641791045,0.827160494
"134","PI14","PI14B","North","PI","B","Control",3,3,11,11,11.3,8.1,7.4,7,82,79,68,NA,NA,NA,35,46,41,1,0,0,21,13,22,2.113549238,2.217634954,0.27176134,0.025232407,2.558132864,1.533518964,14,188,642,830,1,9.332,47.59,9.792,41.194,0.470390014,0.467068074,0.32353777,0.704441768,0.483870968,0.967391304
"135","PI14","PI14C","North","PI","C","Heat",NA,NA,10,10.2,9,7.4,7.7,6.3,87,109,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.061390145,2.081415414,0.224133823,0.018179654,2.451305232,1.391812068,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783317884,0.478782836,0.364144048,0.71332008,0.712707182,0.715748031
"136","PI14","PI14D","North","PI","D","Control",NA,NA,11.9,12.5,13,8.2,8.6,8.6,104,77,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108194903,2.202004107,0.281575167,0.02697001,2.524822995,1.479988976,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743499403,0.487910673,0.365709765,0.811130504,0.915841584,0.350531915
"137","PI15","PI15A","North","PI","A","Heat",3,3,9.2,8.8,8.5,6.2,7,6.7,62,77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.834921721,1.838459277,0.168711773,0.013729569,2.460969266,1.188484065,15,194,483,677,1,9.35,50.618,9.519,40.779,0.823061264,0.537206948,0.22036983,0.8709647,0.553571429,0.516304348
"138","PI15","PI15B","North","PI","B","Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594220665,0.480436417,0.598000422,0.766836372,NA,NA
"139","PI15","PI15C","North","PI","C","Heat",NA,NA,9.8,9.7,9.6,6,6,6,84,65,80,0.87,0.811,1.124,30,24,40,1,5,3,33,32,28,1.912744509,1.881585337,0.23049606,0.018695699,2.910584484,1.205464806,NA,NA,NA,NA,NA,8.037,51.98,10.132,41.471,0.594137136,0.549834212,0.318986623,0.73266745,0.747311828,0.31661442
"140","PI15","PI15D","North","PI","D","Control",NA,NA,NA,12.1,12.5,7.1,8,8,101,81,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.063684261,2.145661052,0.300864618,0.025337372,2.506685404,1.332627209,NA,NA,NA,NA,NA,9.323,48.772,9.684,41.808,0.819337232,0.421429612,0.543379569,0.573918112,1,0.50965251
"141","PI18","PI18A","North","PI","A","Control",3,3,11.9,11.9,12.1,7.6,8.1,8.2,91,106,90,NA,NA,NA,60,43,43,1,0,1,14,27,31,1.967585901,1.987619863,0.253452184,0.020694284,2.46683093,1.362268153,18,243,648,891,1,9.232,50.145,9.34,40.724,0.538392209,0.520552575,0.625787592,0.808472867,NA,0.26352459
"142","PI18","PI18B","North","PI","B","Heat",3,0,10.4,9.1,9.3,6.9,6.1,6.6,NA,78,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.936983286,1.934048105,0.218828616,0.019119145,2.493551931,1.340243892,18,36,106,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","PI18","PI18C","North","PI","C","Control",NA,NA,12.9,12.5,12.5,8.9,8.7,8.8,129,108,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.126795126,2.222015543,0.276940605,0.022687858,2.537350794,1.469142755,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915385556,0.526356461,0.398357941,0.750189885,0.543478261,0.554054054
"144","PI18","PI18D","North","PI","D","Heat",NA,NA,9.6,9.4,9.4,6.8,6.9,7,102,93,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9539381,1.889253813,0.262531707,0.025620471,2.596190496,1.274901976,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946146927,0.373603704,0.501639344,0.796621974,0.773076923,0.659898477
"145","PI19","PI19A","North","PI","A","Heat",3,3,10.5,10.1,9.9,7.3,7,6.9,84,71,61,NA,NA,NA,25,38,28,2,5,0,33,16,29,2.060187803,2.062292638,0.263328763,0.025576751,2.553141494,1.502303205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637658976,NA,0.7972167,NA,0.343010753
"146","PI19","PI19B","North","PI","B","Control",NA,NA,12.2,11.9,12.9,8.1,7.5,7.2,111,101,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.084463708,2.082998857,0.233253471,0.020225641,2.491545249,1.436609671,19,132,316,448,1,NA,NA,NA,NA,0.568813191,0.517431619,0.43071161,0.725497288,0.810126582,0.066415094
"147","PI19","PI19C","North","PI","C","Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446375879,0.987116664,0.793098184,NA,NA
