Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,mean,median,sd,se,max,min
,µm²,,µm,,,2.124296665,2.202429964,0.241013527,0.020666739,2.583522035,1.415565731
Circle (Diameter),4.340844148,71.04103935,2.350943306,,,,,,,,
Circle (Diameter),4.306470948,72.83697444,2.341616772,,,,,,,,
Circle (Diameter),4.203744184,74.49730252,2.313519685,,,,,,,,
Circle (Diameter),1.573801527,71.41965112,1.415565731,,,,,,,,
Circle (Diameter),3.944570254,77.66907337,2.241067343,,,,,,,,
Circle (Diameter),3.231571871,80.76990812,2.028439079,,,,,,,,
Circle (Diameter),3.960774762,87.48341717,2.245665838,,,,,,,,
Circle (Diameter),3.238937557,72.61874957,2.030749463,,,,,,,,
Circle (Diameter),3.854610678,82.51349273,2.215365149,,,,,,,,
Circle (Diameter),3.50920912,87.32548894,2.113779511,,,,,,,,
Circle (Diameter),1.7775855,85.2303559,1.504424193,,,,,,,,
Circle (Diameter),2.299861725,80.07364871,1.711220294,,,,,,,,
Circle (Diameter),3.914321837,82.11907159,2.232458142,,,,,,,,
Circle (Diameter),1.864500592,81.32878113,1.540764708,,,,,,,,
Circle (Diameter),3.966176265,82.35628657,2.247196578,,,,,,,,
Circle (Diameter),3.809729099,70.04401512,2.202429964,,,,,,,,
Circle (Diameter),3.797944002,79.97103984,2.199020803,,,,,,,,
Circle (Diameter),3.804622224,83.18936749,2.200953309,,,,,,,,
Circle (Diameter),3.727724465,79.11378132,2.178597301,,,,,,,,
Circle (Diameter),4.244599187,82.63388688,2.324734724,,,,,,,,
Circle (Diameter),4.130480163,81.82562997,2.293270739,,,,,,,,
Circle (Diameter),2.398758333,80.08394946,1.747625237,,,,,,,,
Circle (Diameter),3.451167516,91.11081381,2.096225884,,,,,,,,
Circle (Diameter),3.792640709,83.18020614,2.197484955,,,,,,,,
Circle (Diameter),3.596909885,75.34600081,2.140029884,,,,,,,,
Circle (Diameter),3.84861992,75.46923438,2.213642942,,,,,,,,
Circle (Diameter),1.780826401,88.07331693,1.505795005,,,,,,,,
Circle (Diameter),3.088677567,78.9067667,1.983085076,,,,,,,,
Circle (Diameter),2.130156325,83.51727594,1.646875608,,,,,,,,
Circle (Diameter),4.463605578,83.24272654,2.383954516,,,,,,,,
Circle (Diameter),3.878573709,71.1862043,2.222240631,,,,,,,,
Circle (Diameter),4.061635553,73.96057308,2.274078935,,,,,,,,
Circle (Diameter),3.296389906,79.96677707,2.048681035,,,,,,,,
Circle (Diameter),3.069035738,79.50419153,1.976769503,,,,,,,,
Circle (Diameter),3.089659658,75.62071728,1.983400327,,,,,,,,
Circle (Diameter),3.363663169,83.67059217,2.06948036,,,,,,,,
Circle (Diameter),2.054633494,73.65254469,1.617417885,,,,,,,,
Circle (Diameter),3.34745866,77.34333826,2.064489463,,,,,,,,
Circle (Diameter),3.621658589,79.62963999,2.14737955,,,,,,,,
Circle (Diameter),4.449365252,81.16497796,2.38014869,,,,,,,,
Circle (Diameter),5.242207668,78.02618781,2.583522035,,,,,,,,
