Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,mean,median,sd,se,max,min
,µm²,,µm,,,1.899883095,1.872741327,0.284969574,0.023345617,2.45445687,0.968157046
Circle (Diameter),3.668013305,76.50351216,2.16107834,,,,,,,,
Circle (Diameter),3.968533285,72.98517719,2.247864211,,,,,,,,
Circle (Diameter),4.38425259,64.04223976,2.362668782,,,,,,,,
Circle (Diameter),1.60326427,71.86473227,1.428754517,,,,,,,,
Circle (Diameter),1.950924638,69.8077943,1.576069287,,,,,,,,
Circle (Diameter),4.579786995,69.87255505,2.414780716,,,,,,,,
Circle (Diameter),3.178047888,63.7118422,2.011570592,,,,,,,,
Circle (Diameter),4.070769003,80.96039768,2.276634374,,,,,,,,
Circle (Diameter),4.268169382,72.8233431,2.331180396,,,,,,,,
Circle (Diameter),3.094471906,70.33157646,1.984944332,,,,,,,,
Circle (Diameter),2.35554631,76.38634626,1.731812551,,,,,,,,
Circle (Diameter),3.893501499,72.54972896,2.226512986,,,,,,,,
Circle (Diameter),4.431589397,62.81131164,2.375389414,,,,,,,,
Circle (Diameter),4.007424106,80.17587146,2.258851665,,,,,,,,
Circle (Diameter),2.385794726,75.18964948,1.742896495,,,,,,,,
Circle (Diameter),3.976488225,68.78240045,2.25011601,,,,,,,,
Circle (Diameter),4.303622883,69.17871917,2.340842336,,,,,,,,
Circle (Diameter),2.618746815,73.43034002,1.826004382,,,,,,,,
Circle (Diameter),3.550162333,67.98893363,2.126077861,,,,,,,,
Circle (Diameter),2.183582099,69.29896536,1.667400095,,,,,,,,
Circle (Diameter),3.78782846,66.41129248,2.196090386,,,,,,,,
Circle (Diameter),2.88538464,66.77637642,1.916712244,,,,,,,,
Circle (Diameter),3.940249051,75.26518358,2.239839483,,,,,,,,
Circle (Diameter),2.385794726,82.9960862,1.742896495,,,,,,,,
Circle (Diameter),4.039342077,65.51331435,2.267829374,,,,,,,,
Circle (Diameter),4.220341529,63.52350821,2.318082338,,,,,,,,
Circle (Diameter),4.620249162,59.09431295,2.425424486,,,,,,,,
Circle (Diameter),3.974032997,75.07001984,2.249421251,,,,,,,,
Circle (Diameter),2.247221624,79.59751826,1.691523407,,,,,,,,
Circle (Diameter),2.35898363,78.8290249,1.73307566,,,,,,,,
Circle (Diameter),2.888330914,75.41915607,1.917690574,,,,,,,,
Circle (Diameter),2.953443576,75.71892489,1.939185694,,,,,,,,
Circle (Diameter),4.098955027,68.05060473,2.284502491,,,,,,,,
Circle (Diameter),4.676523001,70.38897194,2.440150409,,,,,,,,
Circle (Diameter),1.312958041,70.59571197,1.292946286,,,,,,,,
Circle (Diameter),3.599659741,79.50769808,2.14084776,,,,,,,,
Circle (Diameter),3.837325869,66.87839464,2.210392509,,,,,,,,
Circle (Diameter),3.299925435,65.84071942,2.049779393,,,,,,,,
Circle (Diameter),2.431069141,68.35972087,1.759355952,,,,,,,,
Circle (Diameter),3.257793712,72.19430168,2.036652102,,,,,,,,
Circle (Diameter),1.439844255,66.23016429,1.353981774,,,,,,,,
Circle (Diameter),4.096990845,72.67458419,2.283955069,,,,,,,,
Circle (Diameter),3.570982671,57.30332366,2.132303063,,,,,,,,
Circle (Diameter),2.602542306,83.52754375,1.820346061,,,,,,,,
Circle (Diameter),4.188619976,70.12137203,2.30935415,,,,,,,,
Circle (Diameter),3.910393472,79.27168463,2.231337627,,,,,,,,
Circle (Diameter),3.792542499,77.21026706,2.197456504,,,,,,,,
Circle (Diameter),3.806782825,77.09316899,2.201578168,,,,,,,,
Circle (Diameter),1.562016429,59.98383272,1.410255682,,,,,,,,
Circle (Diameter),2.706643998,64.81496864,1.856396017,,,,,,,,
Circle (Diameter),3.178538933,80.53600907,2.011725991,,,,,,,,
Circle (Diameter),2.170422074,73.36854363,1.662367954,,,,,,,,
Circle (Diameter),2.42547122,79.5208902,1.757329187,,,,,,,,
Circle (Diameter),2.938515786,79.85488258,1.934278807,,,,,,,,
Circle (Diameter),3.08376711,72.08759843,1.98150807,,,,,,,,
Circle (Diameter),4.562502185,66.1075904,2.410219535,,,,,,,,
Circle (Diameter),2.528787239,67.70136511,1.794366716,,,,,,,,
Circle (Diameter),3.44380183,65.53242633,2.093987745,,,,,,,,
Circle (Diameter),1.882178238,50.58840043,1.548051602,,,,,,,,
Circle (Diameter),3.44615885,62.96765234,2.094704209,,,,,,,,
Circle (Diameter),4.188914603,63.22288605,2.309435369,,,,,,,,
Circle (Diameter),3.541912765,79.68676882,2.123606224,,,,,,,,
Circle (Diameter),3.718591014,67.48966855,2.175926729,,,,,,,,
Circle (Diameter),2.893830626,79.38359305,1.919515457,,,,,,,,
Circle (Diameter),2.132022299,85.09075099,1.647596765,,,,,,,,
Circle (Diameter),1.709624772,83.243103,1.475385328,,,,,,,,
Circle (Diameter),3.114604781,78.96295091,1.991390964,,,,,,,,
Circle (Diameter),4.21444898,81.06266367,2.31646349,,,,,,,,
Circle (Diameter),3.886332232,72.580851,2.224462155,,,,,,,,
Circle (Diameter),3.582865978,87.54160377,2.135847992,,,,,,,,
Circle (Diameter),4.731520122,78.25230505,2.45445687,,,,,,,,
Circle (Diameter),2.998521573,72.32558663,1.953928413,,,,,,,,
Circle (Diameter),3.067759019,72.42146338,1.976358292,,,,,,,,
Circle (Diameter),4.003201112,65.65533365,2.257661171,,,,,,,,
Circle (Diameter),2.743767055,71.28624779,1.869083389,,,,,,,,
Circle (Diameter),3.778793219,75.38073518,2.193469616,,,,,,,,
Circle (Diameter),2.839128133,77.32623016,1.901286462,,,,,,,,
Circle (Diameter),2.327360286,81.66882271,1.721420097,,,,,,,,
Circle (Diameter),4.008602615,62.14078966,2.259183784,,,,,,,,
Circle (Diameter),2.405927601,70.01145074,1.750234888,,,,,,,,
Circle (Diameter),3.838013333,78.02918208,2.210590498,,,,,,,,
Circle (Diameter),3.198671808,86.4308331,2.018087074,,,,,,,,
Circle (Diameter),1.173108221,78.91880015,1.222148836,,,,,,,,
Circle (Diameter),3.397741742,85.07470542,2.079937294,,,,,,,,
Circle (Diameter),2.402784908,72.43333957,1.74909141,,,,,,,,
Circle (Diameter),3.369162881,79.98466063,2.071171507,,,,,,,,
Circle (Diameter),4.315309771,74.02927122,2.344018568,,,,,,,,
Circle (Diameter),2.84177978,64.9213412,1.902174123,,,,,,,,
Circle (Diameter),2.791103862,76.42736214,1.88513761,,,,,,,,
Circle (Diameter),1.769041304,77.2726811,1.500804233,,,,,,,,
Circle (Diameter),2.631317585,100.4420513,1.830381819,,,,,,,,
Circle (Diameter),2.490976719,94.37639763,1.780901475,,,,,,,,
Circle (Diameter),2.794050136,109.8875961,1.886132319,,,,,,,,
Circle (Diameter),1.452906071,98.83017122,1.360109357,,,,,,,,
Circle (Diameter),2.808192253,89.44684092,1.890899634,,,,,,,,
Circle (Diameter),2.451693061,98.97077072,1.76680292,,,,,,,,
Circle (Diameter),2.335413435,89.18643823,1.724395761,,,,,,,,
Circle (Diameter),1.939041332,78.64464006,1.571261946,,,,,,,,
Circle (Diameter),1.932952365,89.69934299,1.568792972,,,,,,,,
Circle (Diameter),2.995378881,96.23366173,1.952904207,,,,,,,,
Circle (Diameter),1.766193239,83.91163766,1.499595637,,,,,,,,
Circle (Diameter),2.253015964,86.74148576,1.693702754,,,,,,,,
Circle (Diameter),2.890196888,88.19816728,1.918309925,,,,,,,,
Circle (Diameter),2.350144807,85.02762114,1.729825802,,,,,,,,
Circle (Diameter),2.397579823,91.41549296,1.74719588,,,,,,,,
Circle (Diameter),1.888070786,104.2794817,1.550472956,,,,,,,,
Circle (Diameter),2.145378742,93.78630956,1.652749543,,,,,,,,
Circle (Diameter),2.629746239,100.1861061,1.829835212,,,,,,,,
Circle (Diameter),2.41515926,87.36751779,1.753589541,,,,,,,,
Circle (Diameter),2.826262735,97.15896437,1.896973768,,,,,,,,
Circle (Diameter),1.371883527,111.8199215,1.321641539,,,,,,,,
Circle (Diameter),2.273836302,94.69112696,1.701510593,,,,,,,,
Circle (Diameter),2.132709763,85.04374901,1.647862375,,,,,,,,
Circle (Diameter),2.55049146,85.25192757,1.802050661,,,,,,,,
Circle (Diameter),2.447568277,87.92785258,1.765316039,,,,,,,,
Circle (Diameter),3.339209092,80.56641942,2.061944001,,,,,,,,
Circle (Diameter),2.906696024,83.56724693,1.923777618,,,,,,,,
Circle (Diameter),1.884437048,91.22051894,1.548980235,,,,,,,,
Circle (Diameter),2.452576944,84.8191095,1.767121374,,,,,,,,
Circle (Diameter),1.688608015,101.4502757,1.466288683,,,,,,,,
Circle (Diameter),2.764096347,106.3925854,1.875994876,,,,,,,,
Circle (Diameter),2.24201654,109.7564,1.689563292,,,,,,,,
Circle (Diameter),2.589284072,88.92052318,1.81570341,,,,,,,,
Circle (Diameter),3.050965256,108.3277076,1.970941301,,,,,,,,
Circle (Diameter),2.577498974,102.6299834,1.811566621,,,,,,,,
Circle (Diameter),0.736175741,100.506128,0.968157046,,,,,,,,
Circle (Diameter),2.255864029,100.7007905,1.694772932,,,,,,,,
Circle (Diameter),2.367724244,102.6011973,1.736283427,,,,,,,,
Circle (Diameter),2.472218772,115.9838027,1.774183391,,,,,,,,
Circle (Diameter),2.530358585,93.73095408,1.794924125,,,,,,,,
Circle (Diameter),2.747990048,84.46033501,1.87052121,,,,,,,,
Circle (Diameter),3.005690841,84.79016271,1.956262875,,,,,,,,
Circle (Diameter),2.258515676,101.6199383,1.695768696,,,,,,,,
Circle (Diameter),2.19379585,97.42191668,1.671295195,,,,,,,,
Circle (Diameter),2.64791493,102.1690237,1.836145419,,,,,,,,
Circle (Diameter),2.546072048,106.2620141,1.800488716,,,,,,,,
Circle (Diameter),2.462692486,116.0780401,1.77076183,,,,,,,,
Circle (Diameter),2.235240109,113.1267613,1.687008032,,,,,,,,
Circle (Diameter),2.608827691,105.2477155,1.822542889,,,,,,,,
Circle (Diameter),2.546563094,99.66270805,1.800662332,,,,,,,,
Circle (Diameter),1.829832764,89.81479439,1.526373295,,,,,,,,
Circle (Diameter),2.871831778,86.49360232,1.912205477,,,,,,,,
Circle (Diameter),2.588498399,98.33363735,1.815427917,,,,,,,,
Circle (Diameter),2.634460278,97.6279846,1.831474544,,,,,,,,
Circle (Diameter),1.905453805,96.5598843,1.557594021,,,,,,,,
Circle (Diameter),2.761051864,114.9095838,1.874961444,,,,,,,,
Circle (Diameter),2.2534088,111.0485553,1.693850405,,,,,,,,
Circle (Diameter),2.4564071,105.4393704,1.768500681,,,,,,,,
Circle (Diameter),2.376366648,102.9817993,1.739449335,,,,,,,,
Circle (Diameter),2.239266684,89.8539823,1.688526841,,,,,,,,
