Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),3.196461172,90.85893825,2.017389592,,,,
Circle (Diameter),2.659782292,89.67822117,1.840255416,,,,
Circle (Diameter),2.787221459,70.5955369,1.883826049,,,,
Circle (Diameter),2.550990069,72.36779228,1.802226799,,,,
Circle (Diameter),2.061314726,81.14090116,1.6200455,,,,
Circle (Diameter),3.590805398,85.70598199,2.13821314,,,,
Circle (Diameter),3.973233234,80.01230787,2.249194895,,,,
Circle (Diameter),3.560131729,88.69033381,2.129060944,,,,
Circle (Diameter),3.414486967,84.7553423,2.085056314,,,,
Circle (Diameter),2.543266483,90.85395941,1.799496446,,,,
Circle (Diameter),3.535305917,86.92624674,2.121624683,,,,
Circle (Diameter),4.021229804,91.5519739,2.262739226,,,,
Circle (Diameter),3.85075923,90.51994965,2.214258099,,,,
Circle (Diameter),4.35135793,86.01298129,2.353788646,,,,
Circle (Diameter),2.796489762,79.40518802,1.886955577,,,,
Circle (Diameter),3.10995701,100.4830134,1.989904583,,,,
Circle (Diameter),3.947855738,86.32274906,2.242000456,,,,
Circle (Diameter),3.689336286,95.47035501,2.167350653,,,,
Circle (Diameter),2.496373283,81.93846431,1.782829544,,,,
Circle (Diameter),3.072883798,107.6070984,1.978008384,,,,
Circle (Diameter),3.803204009,98.91115323,2.200543056,,,,
Circle (Diameter),3.409521804,105.0876028,2.083539774,,,,
Circle (Diameter),3.771978655,103.2429557,2.191490905,,,,
Circle (Diameter),2.224503061,98.56123843,1.682951356,,,,
Circle (Diameter),3.417907412,92.13815594,2.0861004,,,,
Circle (Diameter),3.575137552,97.43501401,2.133543182,,,,
Circle (Diameter),4.211009342,95.09376589,2.315518002,,,,
Circle (Diameter),2.651286348,82.30003394,1.83731397,,,,
Circle (Diameter),3.985921983,88.97335144,2.252783498,,,,
Circle (Diameter),3.361525235,97.36349632,2.068822578,,,,
Circle (Diameter),3.3635113,106.4732824,2.069433641,,,,
Circle (Diameter),3.450015462,99.72691065,2.095875978,,,,
Circle (Diameter),3.914423645,93.93482138,2.232487173,,,,
Circle (Diameter),3.821409604,94.7327083,2.205803669,,,,
Circle (Diameter),3.893790637,96.22132285,2.226595657,,,,
Circle (Diameter),2.738342194,81.48546357,1.867234739,,,,
Circle (Diameter),3.59974269,90.14952161,2.140872426,,,,
Circle (Diameter),3.729388596,97.81856056,2.179083532,,,,
Circle (Diameter),3.896659398,94.32341878,2.227415731,,,,
Circle (Diameter),3.388006101,99.10605507,2.076955307,,,,
Circle (Diameter),2.051825749,73.1050041,1.616312372,,,,
