Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),3.388138175,91.54902417,2.076995789,,,,
Circle (Diameter),3.019257012,86.8396163,1.960672697,,,,
Circle (Diameter),3.651510532,89.45017119,2.156211401,,,,
Circle (Diameter),4.836486315,93.82932979,2.48153292,,,,
Circle (Diameter),4.227412759,98.02589748,2.320023512,,,,
Circle (Diameter),4.189712012,96.72047583,2.309655172,,,,
Circle (Diameter),3.175122292,88.3805668,2.010644489,,,,
Circle (Diameter),3.658704315,95.5933536,2.158334315,,,,
Circle (Diameter),3.850005633,95.43733169,2.214041422,,,,
Circle (Diameter),3.49364698,95.02669762,2.109087359,,,,
Circle (Diameter),3.116373071,88.90827579,1.991956182,,,,
Circle (Diameter),3.21428844,95.63228919,2.023007452,,,,
Circle (Diameter),4.547802501,88.24234921,2.406333723,,,,
Circle (Diameter),3.988286112,82.07901437,2.253451485,,,,
Circle (Diameter),3.008066685,86.61103845,1.957035885,,,,
Circle (Diameter),4.482792025,85.3199176,2.38907264,,,,
Circle (Diameter),4.181985357,86.5364283,2.30752446,,,,
Circle (Diameter),4.053163369,84.94526714,2.271705941,,,,
Circle (Diameter),3.479925506,86.36661704,2.104941512,,,,
Circle (Diameter),2.091525551,89.87818758,1.631874088,,,,
Circle (Diameter),4.559392484,91.59367355,2.409398018,,,,
Circle (Diameter),4.732576128,87.65774065,2.454730754,,,,
Circle (Diameter),2.853000714,93.51708778,1.905925846,,,,
Circle (Diameter),3.035909286,95.41841128,1.966072165,,,,
Circle (Diameter),2.030911276,97.36494857,1.608053652,,,,
Circle (Diameter),2.835016258,93.78873184,1.899909158,,,,
Circle (Diameter),4.756555402,95.00957255,2.460941778,,,,
Circle (Diameter),3.465937597,90.40143113,2.10070674,,,,
Circle (Diameter),4.673560471,93.07172467,2.439377381,,,,
Circle (Diameter),4.495980626,92.29833492,2.392584445,,,,
Circle (Diameter),3.366956483,80.76029299,2.070493212,,,,
Circle (Diameter),2.45188075,96.1864819,1.766870547,,,,
Circle (Diameter),2.649709759,87.44545416,1.836767608,,,,
Circle (Diameter),3.411584576,103.9356254,2.084169953,,,,
Circle (Diameter),4.907358391,92.94606886,2.499648528,,,,
Circle (Diameter),4.032381332,96.31703228,2.265874527,,,,
Circle (Diameter),3.893168325,112.5535308,2.226417721,,,,
Circle (Diameter),3.626199077,83.12672518,2.148725218,,,,
Circle (Diameter),4.680887471,80.07549669,2.441288806,,,,
Circle (Diameter),2.584432847,91.54889768,1.814001682,,,,
Circle (Diameter),2.887371006,91.42529407,1.917371885,,,,
Circle (Diameter),3.687079789,80.557104,2.166687747,,,,
Circle (Diameter),2.128293771,87.61958698,1.646155458,,,,
Circle (Diameter),2.632657831,88.90799145,1.830847907,,,,
Circle (Diameter),5.118908873,83.23029489,2.55295852,,,,
Circle (Diameter),4.906292645,79.65169908,2.499377085,,,,
Circle (Diameter),2.687410506,93.22352892,1.849788455,,,,
Circle (Diameter),2.645446777,89.71859574,1.835289473,,,,
Circle (Diameter),3.634490074,78.77527568,2.151180255,,,,
Circle (Diameter),4.407255642,78.80461004,2.368858832,,,,
Circle (Diameter),3.291647236,89.65309469,2.047206738,,,,
Circle (Diameter),4.234191206,76.98153666,2.321882788,,,,
Circle (Diameter),4.537053969,77.40550212,2.403488408,,,,
Circle (Diameter),2.790937867,80.05863613,1.885081552,,,,
Circle (Diameter),2.899513894,85.00415922,1.921399425,,,,
Circle (Diameter),3.385983784,85.02022398,2.076335342,,,,
Circle (Diameter),3.919142735,78.14371929,2.233832472,,,,
Circle (Diameter),2.714811422,84.85553945,1.859194788,,,,
Circle (Diameter),4.073723232,94.61931031,2.277460321,,,,
Circle (Diameter),2.370325567,93.85649755,1.737236957,,,,
Circle (Diameter),1.858936588,97.30994258,1.538464031,,,,
Circle (Diameter),1.89494604,89.91418595,1.553293351,,,,
Circle (Diameter),4.713404438,80.03017685,2.449753645,,,,
Circle (Diameter),3.996090688,91.43294284,2.255655268,,,,
Circle (Diameter),4.367412484,76.51527279,2.358126859,,,,
Circle (Diameter),3.742929183,90.26815239,2.183035833,,,,
Circle (Diameter),4.749687726,79.28411707,2.459164541,,,,
Circle (Diameter),4.141634593,84.15315781,2.296365159,,,,
Circle (Diameter),3.988286358,90.76245157,2.253451554,,,,
Circle (Diameter),5.019553235,84.06009124,2.528061248,,,,
Circle (Diameter),3.805363821,98.52825887,2.201167804,,,,
Circle (Diameter),4.678901086,86.59882432,2.440770757,,,,
Circle (Diameter),3.777980208,94.10756568,2.19323364,,,,
Circle (Diameter),4.331676869,89.70532858,2.348459556,,,,
Circle (Diameter),2.472466444,89.0692619,1.774272259,,,,
Circle (Diameter),1.995991573,86.01204209,1.594169189,,,,
Circle (Diameter),4.997509426,90.28151725,2.522504039,,,,
Circle (Diameter),2.73617064,92.36429805,1.866494217,,,,
Circle (Diameter),4.097957729,80.55666758,2.284224559,,,,
Circle (Diameter),3.961861171,86.77651375,2.245973801,,,,
Circle (Diameter),2.244497864,84.52989701,1.690497985,,,,
Circle (Diameter),1.536905296,89.86571408,1.398874047,,,,
Circle (Diameter),4.233780451,78.47577104,2.321770164,,,,
Circle (Diameter),3.333818001,80.26075214,2.060278844,,,,
Circle (Diameter),4.478316118,83.73024825,2.38787964,,,,
Circle (Diameter),2.368271796,85.60022774,1.736484179,,,,
Circle (Diameter),2.489855039,78.80500271,1.780500462,,,,
Circle (Diameter),2.251206849,83.49008174,1.693022618,,,,
Circle (Diameter),4.02566499,79.1100088,2.263986718,,,,
Circle (Diameter),4.84142283,82.30662037,2.482799025,,,,
Circle (Diameter),3.689257301,82.75947669,2.167327453,,,,
Circle (Diameter),2.465209787,78.40222344,1.771666613,,,,
Circle (Diameter),4.361935762,76.50626081,2.356647853,,,,
Circle (Diameter),2.960853187,83.24517896,1.941616688,,,,
Circle (Diameter),2.997410311,76.94442358,1.953566313,,,,
Circle (Diameter),3.105986338,77.35552577,1.98863386,,,,
Circle (Diameter),2.604729297,76.12073729,1.821110744,,,,
Circle (Diameter),2.243402519,86.58792612,1.690085442,,,,
Circle (Diameter),4.564437582,81.20275483,2.410730684,,,,
Circle (Diameter),4.288547678,83.33128335,2.336738859,,,,
Circle (Diameter),4.525142097,78.40972603,2.400331199,,,,
Circle (Diameter),2.85583703,87.74008741,1.906873001,,,,
Circle (Diameter),2.585560767,86.34456961,1.81439748,,,,
Circle (Diameter),4.324009457,85.12108897,2.346380155,,,,
Circle (Diameter),4.400683574,80.84148933,2.367091961,,,,
Circle (Diameter),3.847397668,81.78543746,2.213291408,,,,
Circle (Diameter),2.572005879,81.46065746,1.80963521,,,,
Circle (Diameter),2.481639955,83.06461273,1.777560724,,,,
Circle (Diameter),2.785598062,79.31066262,1.883277358,,,,
Circle (Diameter),3.612446266,93.37727202,2.144646693,,,,
Circle (Diameter),3.786195292,85.8032119,2.1956169,,,,
Circle (Diameter),3.553982251,97.70946267,2.127221367,,,,
Circle (Diameter),3.365172238,97.75748653,2.069944533,,,,
Circle (Diameter),3.718283931,89.86847049,2.175836883,,,,
Circle (Diameter),4.816229906,76.2200075,2.476330829,,,,
Circle (Diameter),4.804318034,80.89747501,2.473266607,,,,
Circle (Diameter),4.074818576,83.73539595,2.277766483,,,,
Circle (Diameter),3.010143691,76.40184524,1.957711415,,,,
