Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,mean,median,sd,se,max,min
,µm²,,µm,,,1.921819997,1.926875667,0.317574637,0.025843857,2.673153758,0.976900208
Circle (Diameter),3.046938681,69.91369752,1.969640277,,,,,,,,
Circle (Diameter),3.162432634,68.41533591,2.006622607,,,,,,,,
Circle (Diameter),3.432802406,65.27380718,2.090640996,,,,,,,,
Circle (Diameter),1.678983519,64.31934514,1.462104036,,,,,,,,
Circle (Diameter),2.518966325,76.95264873,1.790878984,,,,,,,,
Circle (Diameter),4.231046326,72.2958942,2.321020357,,,,,,,,
Circle (Diameter),2.948827746,65.25361462,1.93766976,,,,,,,,
Circle (Diameter),2.429694213,82.07261353,1.758858367,,,,,,,,
Circle (Diameter),2.053062147,66.5015319,1.616799281,,,,,,,,
Circle (Diameter),4.485604426,56.23857983,2.389821947,,,,,,,,
Circle (Diameter),4.575171165,56.94554273,2.413563517,,,,,,,,
Circle (Diameter),3.941132934,62.1109555,2.240090691,,,,,,,,
Circle (Diameter),0.787735541,64.43723494,1.001486915,,,,,,,,
Circle (Diameter),4.449365252,68.30803526,2.38014869,,,,,,,,
Circle (Diameter),2.188296138,66.51155743,1.669198963,,,,,,,,
Circle (Diameter),4.663854022,72.9445453,2.436842911,,,,,,,,
Circle (Diameter),3.899001211,76.6475327,2.228084946,,,,,,,,
Circle (Diameter),3.316817408,66.53624122,2.055018999,,,,,,,,
Circle (Diameter),3.335673563,71.25028668,2.060852127,,,,,,,,
Circle (Diameter),3.291675867,79.36959492,2.047215641,,,,,,,,
Circle (Diameter),4.063894363,79.15479095,2.274711192,,,,,,,,
Circle (Diameter),1.00340282,96.20975284,1.130297372,,,,,,,,
Circle (Diameter),3.172744594,64.9432986,2.00989151,,,,,,,,
Circle (Diameter),2.624933991,62.14586015,1.828160212,,,,,,,,
Circle (Diameter),2.843056499,54.05120089,1.902601367,,,,,,,,
Circle (Diameter),4.008897243,62.89822648,2.259266806,,,,,,,,
Circle (Diameter),4.918412122,51.4306479,2.50246215,,,,,,,,
Circle (Diameter),2.390017719,62.92144633,1.744438326,,,,,,,,
