Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),2.852338519,87.84994675,1.905704646,,,,
Circle (Diameter),4.289310312,82.91024495,2.336946621,,,,
Circle (Diameter),4.063866135,78.16214268,2.274703292,,,,
Circle (Diameter),4.060930663,84.63647725,2.273881595,,,,
Circle (Diameter),4.363401601,80.27386396,2.357043799,,,,
Circle (Diameter),2.472958239,60.89839062,1.77444871,,,,
Circle (Diameter),4.665050607,77.04242176,2.437155496,,,,
Circle (Diameter),3.141658547,54.11971023,2.000020974,,,,
Circle (Diameter),3.933296382,69.05986016,2.237862483,,,,
Circle (Diameter),4.346023613,57.83144494,2.352345452,,,,
Circle (Diameter),2.541530843,72.31374282,1.798882312,,,,
Circle (Diameter),4.182928841,66.12003771,2.307784741,,,,
Circle (Diameter),4.359057104,61.73339882,2.35587009,,,,
Circle (Diameter),4.237646021,63.94019478,2.322829845,,,,
