Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),4.206056485,66.26045602,2.314155882,,,,
Circle (Diameter),4.361667945,64.73679172,2.356575504,,,,
Circle (Diameter),4.086417545,71.86406405,2.281006009,,,,
Circle (Diameter),3.246822991,79.86207734,2.033219965,,,,
Circle (Diameter),4.249809577,65.85417938,2.326161132,,,,
Circle (Diameter),2.427134577,62.01717655,1.757931661,,,,
Circle (Diameter),5.028574198,65.07525339,2.5303319,,,,
Circle (Diameter),3.922217142,56.46740411,2.234708475,,,,
Circle (Diameter),1.984248197,60.56827321,1.589472639,,,,
Circle (Diameter),2.84748761,53.01338281,1.904083461,,,,
Circle (Diameter),2.786051397,55.85028876,1.883430597,,,,
Circle (Diameter),2.283648686,59.25558129,1.705177942,,,,
Circle (Diameter),4.371772585,58.67355042,2.359303655,,,,
Circle (Diameter),2.755333291,64.29623882,1.873018768,,,,
Circle (Diameter),4.636918344,72.12452867,2.429795835,,,,
Circle (Diameter),4.04640317,63.81707555,2.269810682,,,,
Circle (Diameter),4.305587191,67.14951878,2.341376492,,,,
Circle (Diameter),2.571934071,59.41589051,1.809609949,,,,
Circle (Diameter),4.064692569,66.36789131,2.274934574,,,,
Circle (Diameter),3.242579042,78.94336154,2.031890711,,,,
Circle (Diameter),4.488481179,66.73696373,2.390588156,,,,
Circle (Diameter),3.722246312,70.33764737,2.176995912,,,,
Circle (Diameter),4.525363116,66.41667911,2.400389817,,,,
Circle (Diameter),2.388130666,60.385809,1.743749524,,,,
Circle (Diameter),4.366215033,64.46470118,2.357803563,,,,
Circle (Diameter),3.657475569,73.38947983,2.157971855,,,,
Circle (Diameter),2.316185628,65.29578012,1.717282485,,,,
Circle (Diameter),1.298446266,74.85950841,1.285781137,,,,
Circle (Diameter),1.777204119,57.00037857,1.504262797,,,,
